%time,field.theta,field.phi,field.psi,field.theta_dot,field.phi_dot,field.psi_dot,field.psi_gyro_integration,field.dt,field.succ_read
1468016215769180059,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.562026978,0.00112669798546,1
1468016215770358085,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.561843872,0.00109240598977,1
1468016215771414995,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.561660767,0.00112111505587,1
1468016215772650003,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.561477661,0.00112473894842,1
1468016215773720979,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.561294556,0.00112444802653,1
1468016215774816989,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.56111145,0.00112061505206,1
1468016215776070117,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560943604,0.00111465598457,1
1468016215777079105,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560760498,0.00112436502241,1
1468016215778162956,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560577393,0.0011229889933,1
1468016215779347896,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560394287,0.00112453103065,1
1468016215780514001,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560195923,0.00117461394984,1
1468016215781583070,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.560028076,0.00107523996849,1
1468016215782807111,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.559829712,0.00122861401178,1
1468016215783817052,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.559677124,0.0010222409619,1
1468016215785043001,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.559494019,0.00111524004024,1
1468016215786113023,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.559310913,0.00112615700345,1
1468016215787250041,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.559127808,0.00111973902676,1
1468016215788368940,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.558944702,0.00112607295159,1
1468016215789393901,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.558761597,0.00112207303755,1
1468016215790498018,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.558578491,0.00113903102465,1
1468016215834803104,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557891846,0.0439796708524,1
1468016215835861921,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557876587,0.00112824002281,1
1468016215836865901,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557861328,0.00114828103688,1
1468016215837990999,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557846069,0.00113357196096,1
1468016215839123964,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557815552,0.00112340599298,1
1468016215840347051,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557800293,0.00109944795258,1
1468016215841331958,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557785034,0.00111607299186,1
1468016215842360019,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557769775,0.00111786497291,1
1468016215843487024,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557739258,0.00112682301551,1
1468016215844631910,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557723999,0.00112544698641,1
1468016215845911979,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.55770874,0.001121031004,1
1468016215846870899,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557693481,0.00112403102685,1
1468016215847985982,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557662964,0.00112282205373,1
1468016215849179983,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557647705,0.00112144800369,1
1468016215850353956,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557632446,0.00112553196959,1
1468016215851454973,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557617188,0.00111273897346,1
1468016215852518081,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557601929,0.00112819799688,1
1468016215854772090,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,-0.402068585157,157.557571411,0.00211664708331,1
